Product_ID,Product_Name,Category,Brand,Price,Rating,Description,Seller,City,State,Stock_Quantity,Discount_Percentage,Features
P03183,Noise Electronic Model 7190,Electronics,Noise,111297,4.2,Noise electronics product with premium features.,Seller_397,Delhi,Tamil Nadu,177,29,"Electronics,Noise,Noise electronics product with premium features."
P03184,Acer Laptop Model 6386,Laptops,Acer,24749,4.1,Acer laptops product with premium features.,Seller_48,Mumbai,West Bengal,421,69,"Laptops,Acer,Acer laptops product with premium features."
P03185,Acer Laptop Model 366,Laptops,Acer,60721,4.6,Acer laptops product with premium features.,Seller_157,Delhi,Karnataka,334,19,"Laptops,Acer,Acer laptops product with premium features."
P03186,Puma Clothin Model 6302,Clothing,Puma,111615,4.3,Puma clothing product with premium features.,Seller_263,Bengaluru,Karnataka,209,24,"Clothing,Puma,Puma clothing product with premium features."
P03187,Lenovo Laptop Model 8576,Laptops,Lenovo,141541,4.2,Lenovo laptops product with premium features.,Seller_488,Bengaluru,Karnataka,106,60,"Laptops,Lenovo,Lenovo laptops product with premium features."
P03188,Puma Clothin Model 8731,Clothing,Puma,100241,3.9,Puma clothing product with premium features.,Seller_314,Hyderabad,West Bengal,19,64,"Clothing,Puma,Puma clothing product with premium features."
P03189,Puma Footwea Model 4818,Footwear,Puma,46365,3.6,Puma footwear product with premium features.,Seller_373,Delhi,Telangana,483,17,"Footwear,Puma,Puma footwear product with premium features."
P03190,Whirlpool Home Appliance Model 5728,Home Appliances,Whirlpool,5757,3.9,Whirlpool home appliances product with premium features.,Seller_105,Chennai,Gujarat,426,2,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P03191,Whirlpool Home Appliance Model 2772,Home Appliances,Whirlpool,146953,4.3,Whirlpool home appliances product with premium features.,Seller_480,Chennai,Tamil Nadu,139,61,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P03192,Boat Electronic Model 4175,Electronics,Boat,149542,3.9,Boat electronics product with premium features.,Seller_464,Kolkata,Karnataka,167,26,"Electronics,Boat,Boat electronics product with premium features."
P03193,Roadster Clothin Model 1674,Clothing,Roadster,123591,3.8,Roadster clothing product with premium features.,Seller_23,Hyderabad,Telangana,63,70,"Clothing,Roadster,Roadster clothing product with premium features."
P03194,Samsung Home Appliance Model 174,Home Appliances,Samsung,10164,4.5,Samsung home appliances product with premium features.,Seller_409,Chennai,Karnataka,69,70,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P03195,Philips Home Appliance Model 3577,Home Appliances,Philips,72328,5.0,Philips home appliances product with premium features.,Seller_379,Kolkata,West Bengal,193,66,"Home Appliances,Philips,Philips home appliances product with premium features."
P03196,Bata Footwea Model 7472,Footwear,Bata,141566,4.2,Bata footwear product with premium features.,Seller_133,Ahmedabad,Maharashtra,209,13,"Footwear,Bata,Bata footwear product with premium features."
P03197,Nike Footwea Model 7198,Footwear,Nike,13796,3.2,Nike footwear product with premium features.,Seller_134,Ahmedabad,Maharashtra,41,3,"Footwear,Nike,Nike footwear product with premium features."
P03198,Acer Laptop Model 4371,Laptops,Acer,117747,3.2,Acer laptops product with premium features.,Seller_201,Ahmedabad,Gujarat,183,53,"Laptops,Acer,Acer laptops product with premium features."
P03199,Puma Footwea Model 100,Footwear,Puma,89088,3.2,Puma footwear product with premium features.,Seller_373,Kolkata,Maharashtra,351,12,"Footwear,Puma,Puma footwear product with premium features."
P03200,Bata Footwea Model 4892,Footwear,Bata,68655,4.1,Bata footwear product with premium features.,Seller_371,Delhi,Delhi,145,26,"Footwear,Bata,Bata footwear product with premium features."
P03201,Roadster Clothin Model 7226,Clothing,Roadster,135859,3.7,Roadster clothing product with premium features.,Seller_453,Hyderabad,Karnataka,388,2,"Clothing,Roadster,Roadster clothing product with premium features."
P03202,JBL Electronic Model 6800,Electronics,JBL,107392,4.7,JBL electronics product with premium features.,Seller_296,Bengaluru,Telangana,175,39,"Electronics,JBL,JBL electronics product with premium features."
P03203,Xiaomi Mobile Model 4430,Mobiles,Xiaomi,46946,4.6,Xiaomi mobiles product with premium features.,Seller_223,Mumbai,Telangana,425,68,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P03204,Samsung Home Appliance Model 5525,Home Appliances,Samsung,117137,3.2,Samsung home appliances product with premium features.,Seller_491,Pune,Gujarat,66,42,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P03205,Vivo Mobile Model 4043,Mobiles,Vivo,141572,3.6,Vivo mobiles product with premium features.,Seller_362,Ahmedabad,Telangana,381,22,"Mobiles,Vivo,Vivo mobiles product with premium features."
P03206,Puma Footwea Model 8524,Footwear,Puma,19001,4.3,Puma footwear product with premium features.,Seller_390,Bengaluru,Tamil Nadu,331,36,"Footwear,Puma,Puma footwear product with premium features."
P03207,Samsung Home Appliance Model 6771,Home Appliances,Samsung,146912,4.7,Samsung home appliances product with premium features.,Seller_344,Kolkata,Delhi,165,65,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P03208,Levis Clothin Model 410,Clothing,Levis,22471,3.0,Levis clothing product with premium features.,Seller_41,Delhi,Telangana,281,48,"Clothing,Levis,Levis clothing product with premium features."
P03209,Whirlpool Home Appliance Model 1477,Home Appliances,Whirlpool,54928,3.0,Whirlpool home appliances product with premium features.,Seller_151,Chennai,Delhi,464,62,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P03210,Puma Footwea Model 8688,Footwear,Puma,98877,4.5,Puma footwear product with premium features.,Seller_25,Bengaluru,Telangana,167,53,"Footwear,Puma,Puma footwear product with premium features."
P03211,HP Laptop Model 3283,Laptops,HP,111044,3.4,HP laptops product with premium features.,Seller_156,Hyderabad,Delhi,321,33,"Laptops,HP,HP laptops product with premium features."
P03212,Bata Footwea Model 4107,Footwear,Bata,61281,3.2,Bata footwear product with premium features.,Seller_37,Delhi,Delhi,113,47,"Footwear,Bata,Bata footwear product with premium features."
P03213,Bata Footwea Model 1554,Footwear,Bata,125283,4.4,Bata footwear product with premium features.,Seller_381,Pune,Telangana,451,28,"Footwear,Bata,Bata footwear product with premium features."
P03214,OnePlus Mobile Model 5039,Mobiles,OnePlus,73683,4.7,OnePlus mobiles product with premium features.,Seller_237,Ahmedabad,Telangana,88,52,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P03215,Asus Laptop Model 4114,Laptops,Asus,103167,3.9,Asus laptops product with premium features.,Seller_161,Pune,Tamil Nadu,314,70,"Laptops,Asus,Asus laptops product with premium features."
P03216,Philips Home Appliance Model 8224,Home Appliances,Philips,69758,4.6,Philips home appliances product with premium features.,Seller_495,Chennai,Tamil Nadu,139,36,"Home Appliances,Philips,Philips home appliances product with premium features."
P03217,Sony Electronic Model 4773,Electronics,Sony,132009,4.4,Sony electronics product with premium features.,Seller_71,Chennai,Gujarat,97,57,"Electronics,Sony,Sony electronics product with premium features."
P03218,Noise Electronic Model 4257,Electronics,Noise,7507,4.9,Noise electronics product with premium features.,Seller_402,Bengaluru,Telangana,199,59,"Electronics,Noise,Noise electronics product with premium features."
P03219,Bata Footwea Model 4710,Footwear,Bata,6858,3.5,Bata footwear product with premium features.,Seller_77,Pune,Gujarat,245,53,"Footwear,Bata,Bata footwear product with premium features."
P03220,Puma Footwea Model 1419,Footwear,Puma,81072,4.2,Puma footwear product with premium features.,Seller_180,Bengaluru,Karnataka,45,9,"Footwear,Puma,Puma footwear product with premium features."
P03221,Wrogn Clothin Model 3502,Clothing,Wrogn,54814,3.1,Wrogn clothing product with premium features.,Seller_302,Pune,Gujarat,16,5,"Clothing,Wrogn,Wrogn clothing product with premium features."
P03222,Whirlpool Home Appliance Model 648,Home Appliances,Whirlpool,107526,3.7,Whirlpool home appliances product with premium features.,Seller_183,Delhi,Delhi,381,37,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P03223,JBL Electronic Model 5726,Electronics,JBL,64305,4.1,JBL electronics product with premium features.,Seller_491,Chennai,West Bengal,336,54,"Electronics,JBL,JBL electronics product with premium features."
P03224,Levis Clothin Model 5702,Clothing,Levis,47561,4.8,Levis clothing product with premium features.,Seller_443,Delhi,Telangana,220,4,"Clothing,Levis,Levis clothing product with premium features."
P03225,Boat Electronic Model 703,Electronics,Boat,68516,3.9,Boat electronics product with premium features.,Seller_438,Mumbai,Maharashtra,30,31,"Electronics,Boat,Boat electronics product with premium features."
P03226,Roadster Clothin Model 6025,Clothing,Roadster,110770,3.2,Roadster clothing product with premium features.,Seller_308,Kolkata,Gujarat,160,10,"Clothing,Roadster,Roadster clothing product with premium features."
P03227,Apple Mobile Model 1767,Mobiles,Apple,83734,4.0,Apple mobiles product with premium features.,Seller_384,Ahmedabad,Gujarat,475,35,"Mobiles,Apple,Apple mobiles product with premium features."
P03228,Bata Footwea Model 1353,Footwear,Bata,82077,4.5,Bata footwear product with premium features.,Seller_241,Ahmedabad,Telangana,472,11,"Footwear,Bata,Bata footwear product with premium features."
P03229,Philips Home Appliance Model 8474,Home Appliances,Philips,127926,4.3,Philips home appliances product with premium features.,Seller_144,Ahmedabad,West Bengal,298,52,"Home Appliances,Philips,Philips home appliances product with premium features."
P03230,Bata Footwea Model 9071,Footwear,Bata,38902,4.4,Bata footwear product with premium features.,Seller_9,Chennai,West Bengal,68,47,"Footwear,Bata,Bata footwear product with premium features."
P03231,Puma Footwea Model 9936,Footwear,Puma,98583,3.0,Puma footwear product with premium features.,Seller_329,Mumbai,Karnataka,367,21,"Footwear,Puma,Puma footwear product with premium features."
P03232,Sony Electronic Model 3893,Electronics,Sony,1245,4.5,Sony electronics product with premium features.,Seller_295,Delhi,Telangana,216,36,"Electronics,Sony,Sony electronics product with premium features."
P03233,Realme Mobile Model 4658,Mobiles,Realme,126437,4.4,Realme mobiles product with premium features.,Seller_320,Kolkata,Delhi,468,19,"Mobiles,Realme,Realme mobiles product with premium features."
P03234,Realme Mobile Model 997,Mobiles,Realme,93243,3.1,Realme mobiles product with premium features.,Seller_449,Mumbai,Tamil Nadu,198,48,"Mobiles,Realme,Realme mobiles product with premium features."
P03235,Realme Mobile Model 8038,Mobiles,Realme,80915,3.9,Realme mobiles product with premium features.,Seller_125,Bengaluru,Tamil Nadu,302,11,"Mobiles,Realme,Realme mobiles product with premium features."
P03236,Wrogn Clothin Model 8297,Clothing,Wrogn,89318,3.3,Wrogn clothing product with premium features.,Seller_234,Hyderabad,Gujarat,154,16,"Clothing,Wrogn,Wrogn clothing product with premium features."
P03237,Xiaomi Mobile Model 5462,Mobiles,Xiaomi,69100,3.6,Xiaomi mobiles product with premium features.,Seller_9,Delhi,West Bengal,115,64,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P03238,Adidas Footwea Model 5954,Footwear,Adidas,21817,4.1,Adidas footwear product with premium features.,Seller_383,Kolkata,Telangana,158,63,"Footwear,Adidas,Adidas footwear product with premium features."
P03239,Puma Footwea Model 1664,Footwear,Puma,53720,3.2,Puma footwear product with premium features.,Seller_105,Chennai,Maharashtra,258,24,"Footwear,Puma,Puma footwear product with premium features."
P03240,Xiaomi Mobile Model 5921,Mobiles,Xiaomi,135071,3.7,Xiaomi mobiles product with premium features.,Seller_137,Kolkata,Gujarat,162,68,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P03241,Realme Mobile Model 3541,Mobiles,Realme,138508,4.6,Realme mobiles product with premium features.,Seller_187,Delhi,West Bengal,60,62,"Mobiles,Realme,Realme mobiles product with premium features."
P03242,Whirlpool Home Appliance Model 5731,Home Appliances,Whirlpool,15473,4.6,Whirlpool home appliances product with premium features.,Seller_268,Hyderabad,West Bengal,453,9,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P03243,Acer Laptop Model 6245,Laptops,Acer,86883,3.7,Acer laptops product with premium features.,Seller_266,Mumbai,Telangana,235,44,"Laptops,Acer,Acer laptops product with premium features."
P03244,Samsung Home Appliance Model 3624,Home Appliances,Samsung,141342,3.4,Samsung home appliances product with premium features.,Seller_438,Mumbai,Tamil Nadu,112,39,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P03245,LG Home Appliance Model 9074,Home Appliances,LG,11060,4.5,LG home appliances product with premium features.,Seller_101,Mumbai,Gujarat,132,49,"Home Appliances,LG,LG home appliances product with premium features."
P03246,Lenovo Laptop Model 2182,Laptops,Lenovo,45662,3.6,Lenovo laptops product with premium features.,Seller_81,Mumbai,West Bengal,311,47,"Laptops,Lenovo,Lenovo laptops product with premium features."
P03247,Philips Home Appliance Model 4067,Home Appliances,Philips,13936,4.7,Philips home appliances product with premium features.,Seller_377,Mumbai,Delhi,32,65,"Home Appliances,Philips,Philips home appliances product with premium features."
P03248,Levis Clothin Model 7836,Clothing,Levis,50943,3.6,Levis clothing product with premium features.,Seller_45,Hyderabad,West Bengal,205,11,"Clothing,Levis,Levis clothing product with premium features."
P03249,Dell Laptop Model 1473,Laptops,Dell,87419,4.8,Dell laptops product with premium features.,Seller_183,Chennai,Delhi,434,6,"Laptops,Dell,Dell laptops product with premium features."
P03250,Realme Mobile Model 3761,Mobiles,Realme,10520,3.4,Realme mobiles product with premium features.,Seller_414,Hyderabad,Karnataka,5,57,"Mobiles,Realme,Realme mobiles product with premium features."
P03251,Nike Footwea Model 1735,Footwear,Nike,12738,4.2,Nike footwear product with premium features.,Seller_455,Kolkata,Karnataka,314,70,"Footwear,Nike,Nike footwear product with premium features."
P03252,Allen Solly Clothin Model 5339,Clothing,Allen Solly,119998,3.8,Allen Solly clothing product with premium features.,Seller_430,Kolkata,Delhi,383,39,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P03253,Allen Solly Clothin Model 2060,Clothing,Allen Solly,146670,4.5,Allen Solly clothing product with premium features.,Seller_95,Mumbai,Delhi,208,34,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
